subject,condition,trial,rt,response,observed
12,No Deadline,12,0.535199636,0,1
12,No Deadline,13,1.501786824,1,1
12,No Deadline,14,0.551704403,1,1
12,No Deadline,15,0.618487766,1,1
12,No Deadline,16,0.734946018,1,1
12,No Deadline,17,0.518340492,1,1
12,No Deadline,18,0.60186105,0,1
12,No Deadline,19,0.468310925,0,1
12,No Deadline,20,0.885195304,0,1
12,No Deadline,21,0.918256456,1,1
12,No Deadline,22,0.468451589,1,1
12,No Deadline,23,0.635130179,1,1
12,No Deadline,24,0.46824331,1,1
12,No Deadline,25,1.018435123,0,1
12,No Deadline,26,1.035033163,1,1
12,No Deadline,27,0.468425932,1,1
12,No Deadline,28,0.835078803,0,1
12,No Deadline,29,0.618210363,1,1
12,No Deadline,30,0.468465776,1,1
12,No Deadline,31,0.8682613,1,1
12,No Deadline,32,0.551603886,0,1
12,No Deadline,33,0.835115328,1,1
12,No Deadline,34,0.78524846,1,1
12,No Deadline,35,0.668282792,1,1
12,No Deadline,36,0.501518174,1,1
12,No Deadline,37,1.318327874,0,1
12,No Deadline,38,0.434972974,1,1
12,No Deadline,39,0.651739388,1,1
12,No Deadline,40,0.468264138,1,1
12,No Deadline,41,0.618249604,1,1
12,No Deadline,42,0.568543021,1,1
12,No Deadline,43,1.018505455,1,1
12,No Deadline,44,0.401727389,1,1
12,No Deadline,45,0.951599539,1,1
12,No Deadline,46,0.418399987,0,1
12,No Deadline,47,0.635169118,1,1
12,No Deadline,48,0.718506149,1,1
12,No Deadline,49,0.601782266,0,1
12,No Deadline,50,0.751811501,1,1
12,No Deadline,51,0.701639157,0,1
12,No Deadline,52,0.668069684,1,1
12,No Deadline,53,0.751816934,0,1
12,No Deadline,54,0.468470606,1,1
12,No Deadline,55,0.818543549,1,1
12,No Deadline,56,0.568362814,1,1
12,No Deadline,57,0.918173446,1,1
12,No Deadline,58,0.451858379,1,1
12,No Deadline,59,0.518539715,0,1
12,No Deadline,60,0.585176981,1,1
12,No Deadline,61,0.651710108,1,1
12,No Deadline,62,0.685182988,1,1
12,No Deadline,63,0.568314819,1,1
12,No Deadline,64,0.651832661,0,1
12,No Deadline,65,0.785009392,1,1
12,No Deadline,66,0.401814625,1,1
12,No Deadline,67,0.518300043,1,1
12,No Deadline,68,0.484977184,1,1
12,No Deadline,69,0.485215951,1,1
12,No Deadline,70,0.518505606,1,1
12,No Deadline,71,0.468514978,1,1
12,No Deadline,72,0.634867264,0,1
12,No Deadline,73,0.468573538,0,1
12,No Deadline,74,0.518485382,1,1
12,No Deadline,75,0.535039653,1,1
12,No Deadline,76,0.685034174,1,1
12,No Deadline,77,1.068444465,0,1
12,No Deadline,78,0.451771143,0,1
12,No Deadline,79,0.568478726,1,1
12,No Deadline,80,0.651713127,1,1
12,No Deadline,81,0.501807652,0,1
12,No Deadline,82,0.535163715,1,1
12,No Deadline,83,0.785107495,0,1
12,No Deadline,84,0.434947014,0,1
12,No Deadline,85,0.8682287,1,1
12,No Deadline,86,0.468333866,1,1
12,No Deadline,87,0.518436481,1,1
12,No Deadline,88,0.668442473,1,1
12,No Deadline,89,0.501804935,1,1
12,No Deadline,90,0.501801615,0,1
12,No Deadline,91,0.868424,1,1
12,No Deadline,92,0.518543639,1,1
12,No Deadline,93,0.468314246,1,1
12,No Deadline,94,0.385157421,1,1
12,No Deadline,95,0.984933868,1,1
12,No Deadline,96,0.585018508,1,1
12,No Deadline,97,0.501774448,1,1
12,No Deadline,98,0.63498378,1,1
12,No Deadline,99,0.635158251,1,1
12,No Deadline,100,0.51834834,1,1
12,No Deadline,101,0.868307484,1,1
12,No Deadline,102,0.585104537,1,1
12,No Deadline,103,0.751814519,1,1
12,No Deadline,104,1.001853685,1,1
12,No Deadline,105,0.434832611,1,1
12,No Deadline,106,0.768351887,1,1
12,No Deadline,107,0.651865865,1,1
12,No Deadline,108,0.501847497,1,1
12,No Deadline,109,0.50174215,1,1
12,No Deadline,110,0.668511598,0,1
12,No Deadline,111,0.434922564,1,1
12,No Deadline,112,0.635151611,1,1
12,No Deadline,113,1.001827423,1,1
12,No Deadline,114,0.618391475,1,1
12,No Deadline,115,0.384941898,1,1
12,No Deadline,116,0.668505259,0,1
12,No Deadline,117,0.918545934,0,1
12,No Deadline,118,0.768207299,0,1
12,No Deadline,119,0.451819439,1,1
12,No Deadline,120,0.718476568,1,1
12,No Deadline,121,0.551653993,1,1
12,No Deadline,122,0.568514043,0,1
12,No Deadline,123,0.468465776,1,1
12,No Deadline,124,0.435289618,0,1
12,No Deadline,125,0.401856281,0,1
12,No Deadline,126,0.451727374,1,1
12,No Deadline,127,0.468491132,1,1
12,No Deadline,128,0.351482903,1,1
12,No Deadline,129,0.368076113,0,1
12,No Deadline,130,0.351750949,1,1
12,No Deadline,131,0.401556842,1,1
12,No Deadline,132,0.468303983,1,1
12,No Deadline,133,0.401542353,1,1
12,No Deadline,134,0.468286475,0,1
12,No Deadline,135,0.418383687,1,1
12,No Deadline,136,0.485067741,0,1
12,No Deadline,137,0.351811018,0,1
12,No Deadline,138,0.418529483,1,1
12,No Deadline,139,0.401800136,0,1
12,No Deadline,140,0.435242831,0,1
12,No Deadline,141,0.851651488,1,1
12,No Deadline,142,0.534896574,1,1
12,No Deadline,143,0.468306699,0,1
12,No Deadline,144,0.534934306,1,1
12,No Deadline,145,0.351810414,0,1
12,No Deadline,146,0.468182637,0,1
12,No Deadline,147,0.568576225,0,1
12,No Deadline,148,0.368158217,0,1
12,No Deadline,149,0.401799532,0,1
12,No Deadline,150,0.351640772,0,1
12,No Deadline,151,0.41850624,1,1
12,No Deadline,152,0.285105231,1,1
12,No Deadline,153,0.368497199,1,1
12,No Deadline,154,0.385137499,0,1
12,No Deadline,155,0.501842365,0,1
12,No Deadline,156,0.601689295,1,1
12,No Deadline,157,0.535221973,0,1
12,No Deadline,158,0.53514983,1,1
12,No Deadline,159,0.535203862,0,1
12,No Deadline,160,0.518217335,1,1
12,No Deadline,161,0.551487672,0,1
12,No Deadline,162,0.701791593,1,1
12,No Deadline,163,0.38494884,1,1
12,No Deadline,164,0.501698381,0,1
12,No Deadline,165,0.568296708,1,1
12,No Deadline,166,0.501574923,1,1
12,No Deadline,167,0.435145332,1,1
12,No Deadline,168,0.48482173,1,1
12,No Deadline,169,0.651788288,1,1
12,No Deadline,170,0.535202654,1,1
12,No Deadline,171,0.451857775,1,1
12,No Deadline,172,0.51831574,1,1
12,No Deadline,173,0.518344718,0,1
12,No Deadline,174,0.384803045,1,1
12,No Deadline,175,0.468258704,1,1
12,No Deadline,176,0.751724567,1,1
12,No Deadline,177,0.351877124,0,1
12,No Deadline,178,0.485126602,1,1
12,No Deadline,179,0.601661826,1,1
12,No Deadline,180,0.468486,1,1
12,No Deadline,181,0.485174295,1,1
12,No Deadline,182,0.535057161,0,1
12,No Deadline,183,0.351659185,1,1
12,No Deadline,184,0.418549405,0,1
12,No Deadline,185,0.518499569,0,1
12,No Deadline,186,0.551847784,1,1
12,No Deadline,187,0.634999174,1,1
12,No Deadline,188,0.501829084,0,1
12,No Deadline,189,0.518618801,0,1
12,No Deadline,190,0.818272484,1,1
12,No Deadline,191,0.46825961,1,1
12,No Deadline,192,0.56856083,1,1
12,No Deadline,193,0.635169118,0,1
12,No Deadline,194,0.568499856,1,1
12,No Deadline,195,0.468492641,1,1
12,No Deadline,196,0.48514411,1,1
12,No Deadline,197,0.45150853,0,1
12,No Deadline,198,0.751638538,0,1
12,No Deadline,199,0.601867993,1,1
13,No Deadline,0,1.251802898,1,1
13,No Deadline,1,0.46845491,1,1
13,No Deadline,2,0.501838743,0,1
13,No Deadline,3,0.65183417,1,1
13,No Deadline,4,0.368547911,1,1
13,No Deadline,5,0.368519235,0,1
13,No Deadline,6,0.585139853,1,1
13,No Deadline,7,0.335062352,1,1
13,No Deadline,8,0.468527354,0,1
13,No Deadline,9,0.385228055,1,1
13,No Deadline,10,0.551905136,0,1
13,No Deadline,11,0.385203303,1,1
13,No Deadline,12,0.385199983,1,1
13,No Deadline,13,0.301917587,1,1
13,No Deadline,14,0.318401829,1,1
13,No Deadline,15,0.368318502,1,1
13,No Deadline,16,0.335230183,0,1
13,No Deadline,17,0.301899778,1,1
13,No Deadline,18,0.368385513,1,1
13,No Deadline,19,0.335089217,1,1
13,No Deadline,20,0.318559396,0,1
13,No Deadline,21,0.368517725,1,1
13,No Deadline,22,0.451868943,0,1
13,No Deadline,23,0.435221097,1,1
13,No Deadline,24,0.351816149,0,1
13,No Deadline,25,0.535150132,0,1
13,No Deadline,26,0.468461852,0,1
13,No Deadline,27,0.618453959,0,1
13,No Deadline,28,0.501772335,1,1
13,No Deadline,29,0.485168862,0,1
13,No Deadline,30,0.43505387,1,1
13,No Deadline,31,0.501708342,0,1
13,No Deadline,32,0.701806384,1,1
13,No Deadline,33,0.418559668,0,1
13,No Deadline,34,0.551840841,1,1
13,No Deadline,35,0.40182036,1,1
13,No Deadline,36,0.551837822,0,1
13,No Deadline,37,0.485169163,0,1
13,No Deadline,38,0.385103993,1,1
13,No Deadline,39,0.368536138,1,1
13,No Deadline,40,0.618484748,1,1
13,No Deadline,41,0.851798793,1,1
13,No Deadline,42,0.435165254,0,1
13,No Deadline,43,0.535167941,0,1
13,No Deadline,44,0.635096673,0,1
13,No Deadline,45,0.418610379,0,1
13,No Deadline,46,0.485152561,0,1
13,No Deadline,47,0.435228946,1,1
13,No Deadline,48,0.418503523,0,1
13,No Deadline,49,0.735204405,0,1
13,No Deadline,50,0.585019414,1,1
13,No Deadline,51,0.418267473,0,1
13,No Deadline,52,0.451733109,1,1
13,No Deadline,53,0.385132066,0,1
13,No Deadline,54,0.318464614,1,1
13,No Deadline,55,0.285084101,0,1
13,No Deadline,56,0.401747915,0,1
13,No Deadline,57,0.46841597,1,1
13,No Deadline,58,0.385113954,0,1
13,No Deadline,59,0.268457385,0,1
13,No Deadline,60,0.318501742,1,1
13,No Deadline,61,0.318569357,1,1
13,No Deadline,62,0.685211061,1,1
13,No Deadline,63,0.535216841,1,1
13,No Deadline,64,0.43519061,1,1
13,No Deadline,65,0.435312559,1,1
13,No Deadline,66,0.468519204,1,1
13,No Deadline,67,0.51858771,0,1
13,No Deadline,68,0.451907279,1,1
13,No Deadline,69,0.43513688,1,1
13,No Deadline,70,0.46844525,1,1
13,No Deadline,71,0.435128126,0,1
13,No Deadline,72,0.468345638,0,1
13,No Deadline,73,0.418557555,1,1
13,No Deadline,74,0.401703543,1,1
13,No Deadline,75,0.601781662,1,1
13,No Deadline,76,0.935145181,1,1
13,No Deadline,77,0.385108219,1,1
13,No Deadline,78,0.401773573,1,1
13,No Deadline,79,0.468508941,0,1
13,No Deadline,80,0.418520427,1,1
13,No Deadline,81,0.451910599,1,1
13,No Deadline,82,0.418527068,0,1
13,No Deadline,83,0.535079498,0,1
13,No Deadline,84,0.468467587,1,1
13,No Deadline,85,0.41841176,1,1
13,No Deadline,86,0.33510914,1,1
13,No Deadline,87,0.36844196,0,1
13,No Deadline,88,0.468482076,1,1
13,No Deadline,89,0.401841792,0,1
13,No Deadline,90,0.468526751,1,1
13,No Deadline,91,0.468472719,1,1
13,No Deadline,92,0.385162251,1,1
13,No Deadline,93,0.368485427,1,1
13,No Deadline,94,0.368510783,1,1
13,No Deadline,95,0.451803139,1,1
13,No Deadline,96,0.301816164,0,1
13,No Deadline,97,0.401806173,0,1
13,No Deadline,98,0.435160727,0,1
13,No Deadline,99,0.918466546,0,1
13,No Deadline,100,0.785134963,1,1
13,No Deadline,101,0.401782025,0,1
13,No Deadline,102,0.368333896,1,1
13,No Deadline,103,0.485148637,1,1
13,No Deadline,104,0.401815229,1,1
13,No Deadline,105,0.451572221,1,1
13,No Deadline,106,0.651791307,1,1
13,No Deadline,107,0.701824194,1,1
13,No Deadline,108,0.351907309,1,1
13,No Deadline,109,0.401852658,0,1
13,No Deadline,110,0.36849901,1,1
13,No Deadline,111,0.618508594,1,1
13,No Deadline,112,0.735154901,1,1
13,No Deadline,113,0.335160757,0,1
13,No Deadline,114,0.301712628,0,1
13,No Deadline,115,0.418598003,0,1
13,No Deadline,116,0.401848734,1,1
13,No Deadline,117,0.335143853,1,1
13,No Deadline,118,0.335263689,1,1
13,No Deadline,119,0.318582639,1,1
13,No Deadline,120,0.25173317,0,1
13,No Deadline,121,0.351781134,0,1
13,No Deadline,122,0.351872294,0,1
13,No Deadline,123,0.385091315,1,1
13,No Deadline,124,0.351897952,1,1
13,No Deadline,125,0.318555472,1,1
13,No Deadline,126,0.385104597,1,1
13,No Deadline,127,0.40181221,0,1
13,No Deadline,128,0.20193754,1,1
13,No Deadline,129,0.41850956,1,1
13,No Deadline,130,0.268420559,0,1
13,No Deadline,131,0.401792288,0,1
13,No Deadline,132,0.368524064,1,1
13,No Deadline,133,0.351827922,0,1
13,No Deadline,134,0.418604342,0,1
13,No Deadline,135,0.33521177,0,1
13,No Deadline,136,0.351883463,1,1
13,No Deadline,137,0.368393362,0,1
13,No Deadline,138,0.451912712,1,1
13,No Deadline,139,0.31852589,1,1
13,No Deadline,140,0.435121184,1,1
13,No Deadline,141,0.335207242,1,1
13,No Deadline,142,0.385155912,1,1
13,No Deadline,143,0.351805886,0,1
13,No Deadline,144,0.335041525,1,1
13,No Deadline,145,0.418549103,1,1
13,No Deadline,146,0.485103963,0,1
13,No Deadline,147,0.335221731,0,1
13,No Deadline,148,0.385060828,0,1
13,No Deadline,149,0.451758465,0,1
13,No Deadline,150,0.335269726,0,1
13,No Deadline,151,0.501832102,1,1
13,No Deadline,152,0.41856812,0,1
13,No Deadline,153,0.418432286,0,1
13,No Deadline,154,0.335213279,0,1
13,No Deadline,155,0.485170673,1,1
13,No Deadline,156,0.401712598,1,1
13,No Deadline,157,0.451884338,1,1
13,No Deadline,158,0.468463965,1,1
13,No Deadline,159,0.35181947,1,1
13,No Deadline,160,0.401823379,0,1
13,No Deadline,161,0.351990319,1,1
13,No Deadline,162,0.451844795,1,1
13,No Deadline,163,0.368491464,1,1
13,No Deadline,164,0.318333006,1,1
13,No Deadline,165,0.351813131,0,1
13,No Deadline,166,0.51848025,1,1
13,No Deadline,167,0.485133847,0,1
13,No Deadline,168,0.468121663,1,1
13,No Deadline,169,0.401835151,1,1
13,No Deadline,170,0.468405707,0,1
13,No Deadline,171,0.468505621,0,1
13,No Deadline,172,0.385003778,1,1
13,No Deadline,173,0.468520714,0,1
13,No Deadline,174,0.551783489,1,1
13,No Deadline,175,0.368429282,1,1
13,No Deadline,176,0.43504723,0,1
13,No Deadline,177,0.468501697,1,1
13,No Deadline,178,0.41841508,1,1
13,No Deadline,179,0.401724672,1,1
13,No Deadline,180,0.418495977,1,1
13,No Deadline,181,0.435102771,1,1
13,No Deadline,182,0.4851589,1,1
13,No Deadline,183,0.551874045,0,1
13,No Deadline,184,0.41850624,0,1
13,No Deadline,185,0.501741244,1,1
13,No Deadline,186,0.468429856,0,1
13,No Deadline,187,0.335220222,0,1
13,No Deadline,188,0.468395444,1,1
13,No Deadline,189,0.485119659,0,1
13,No Deadline,190,0.468559653,0,1
13,No Deadline,191,0.501819726,1,1
13,No Deadline,192,0.468564181,1,1
13,No Deadline,193,0.485165843,1,1
13,No Deadline,194,0.435197553,1,1
13,No Deadline,195,0.468521619,0,1
13,No Deadline,196,0.468406009,1,1
13,No Deadline,197,0.435246453,0,1
13,No Deadline,198,0.435126013,0,1
13,No Deadline,199,0.151874467,0,1
13,Deadline,0,0.785134963,1,1
13,Deadline,1,0.851854636,0,1
13,Deadline,2,0.601747855,1,1
13,Deadline,3,0.518489909,1,1
13,Deadline,4,0.51845248,1,1
13,Deadline,5,0.501790145,0,1
13,Deadline,6,0.501866212,1,1
13,Deadline,7,0.351852674,0,1
13,Deadline,8,0.335232598,1,1
13,Deadline,9,0.418596192,1,1
13,Deadline,10,0.501852628,0,1
13,Deadline,11,0.485054157,1,1
13,Deadline,12,0.43520691,1,1
13,Deadline,13,0.485189991,1,1
13,Deadline,14,0.501856552,0,1
13,Deadline,15,0.418576572,1,1
13,Deadline,16,0.385140518,0,1
13,Deadline,17,0.468442232,0,1
13,Deadline,18,0.451919051,1,1
13,Deadline,19,0.435252188,1,1
13,Deadline,20,0.418497486,0,1
13,Deadline,21,0.351828827,1,1
13,Deadline,22,0.385165873,0,1
13,Deadline,23,0.568576225,0,1
13,Deadline,24,0.701865849,1,1
13,Deadline,25,0.418570233,0,1
13,Deadline,26,0.401834547,0,1
13,Deadline,27,0.385194851,1,1
13,Deadline,28,0.418491147,1,1
13,Deadline,29,0.468511356,1,1
13,Deadline,30,0.335202413,0,1
13,Deadline,31,0.385213264,1,1
13,Deadline,32,0.401895824,0,1
13,Deadline,33,0.568530343,1,1
13,Deadline,34,0.335220826,1,1
13,Deadline,35,0.385158327,0,1
13,Deadline,36,0.318202907,0,1
13,Deadline,37,0.401874996,1,1
13,Deadline,38,0.335196074,0,1
13,Deadline,39,0.385193946,1,1
13,Deadline,40,0.418567214,1,1
13,Deadline,41,0.335195168,0,1
13,Deadline,42,0.335223241,0,1
13,Deadline,43,0.651882165,0,1
13,Deadline,44,0.51850621,1,1
13,Deadline,45,0.468491736,1,1
13,Deadline,46,0.351817659,0,1
13,Deadline,47,0.451857171,1,1
13,Deadline,48,0.335016773,0,1
13,Deadline,49,0.385063545,0,1
13,Deadline,50,0.435183064,1,1
13,Deadline,51,0.451962518,1,1
13,Deadline,52,0.501794974,1,1
13,Deadline,53,0.601692012,0,1
13,Deadline,54,0.401871072,0,1
13,Deadline,55,0.418533407,1,1
13,Deadline,56,0.368497199,1,1
13,Deadline,57,0.55188793,1,1
13,Deadline,58,0.335179472,1,1
13,Deadline,59,0.518381242,1,1
13,Deadline,60,0.31850959,0,1
13,Deadline,61,0.485147128,1,1
13,Deadline,62,0.351696011,0,1
13,Deadline,63,0.501792559,1,1
13,Deadline,64,0.335119101,1,1
13,Deadline,65,0.501721322,0,1
13,Deadline,67,0.468450684,0,1
13,Deadline,68,0.418398478,1,1
13,Deadline,69,0.685218909,1,1
13,Deadline,70,0.401829718,1,1
13,Deadline,71,0.501775957,0,1
13,Deadline,72,0.301931774,1,1
13,Deadline,73,0.385155007,0,1
13,Deadline,74,0.351810112,1,1
13,Deadline,75,0.351875011,0,1
13,Deadline,76,0.301824013,1,1
13,Deadline,77,0.30189042,1,1
13,Deadline,78,0.301673689,1,1
13,Deadline,79,0.335163172,1,1
13,Deadline,80,0.801870347,1,1
13,Deadline,81,0.551837822,0,1
13,Deadline,82,0.45186351,0,1
13,Deadline,83,0.351859314,0,1
13,Deadline,84,0.485071966,0,1
13,Deadline,85,0.335167699,1,1
13,Deadline,86,0.518526132,1,1
13,Deadline,87,0.301888911,1,1
13,Deadline,88,0.285126361,0,1
13,Deadline,89,0.168493637,1,1
13,Deadline,90,0.368531611,0,1
13,Deadline,91,0.351683032,1,1
13,Deadline,92,0.451804045,1,1
13,Deadline,93,0.335259463,0,1
13,Deadline,94,0.285191259,1,1
13,Deadline,96,0.418498995,1,1
13,Deadline,97,0.418469112,0,1
13,Deadline,98,0.368508972,1,1
13,Deadline,99,0.251770599,0,1
13,Deadline,100,0.318520759,1,1
13,Deadline,101,0.401779912,1,1
13,Deadline,102,0.20178933,1,1
13,Deadline,103,0.43517914,0,1
13,Deadline,104,0.335342775,0,1
13,Deadline,105,0.46839635,1,1
13,Deadline,106,0.368497803,1,1
13,Deadline,107,0.835162115,1,1
13,Deadline,108,0.768503719,0,1
13,Deadline,109,0.48511483,1,1
13,Deadline,110,0.36849901,1,1
13,Deadline,111,0.318584752,0,1
13,Deadline,112,0.401705957,1,1
13,Deadline,113,0.468486,1,1
13,Deadline,114,0.41859257,1,1
13,Deadline,115,0.385187607,1,1
13,Deadline,116,0.335193357,0,1
13,Deadline,117,0.918485563,1,1
13,Deadline,118,0.435329463,1,1
13,Deadline,119,0.685120505,1,1
13,Deadline,120,0.518478439,1,1
13,Deadline,121,0.568469066,1,1
13,Deadline,122,0.401889787,0,1
13,Deadline,123,0.58519298,1,1
13,Deadline,124,0.601811848,0,1
13,Deadline,125,0.451828193,0,1
13,Deadline,126,0.351832751,0,1
13,Deadline,127,0.435100356,1,1
13,Deadline,128,0.368540666,1,1
13,Deadline,129,0.468327527,1,1
13,Deadline,130,0.318525589,0,1
13,Deadline,131,0.368472447,1,1
13,Deadline,132,0.368484823,1,1
13,Deadline,133,0.301829446,0,1
13,Deadline,134,0.468384276,0,1
13,Deadline,135,0.318477896,1,1
13,Deadline,136,0.368513198,0,1
13,Deadline,137,0.35182762,0,1
13,Deadline,138,0.301862348,0,1
13,Deadline,139,0.41845251,1,1
13,Deadline,140,0.485205084,1,1
13,Deadline,141,0.585052316,0,1
13,Deadline,142,0.351859616,1,1
13,Deadline,143,0.484991673,1,1
13,Deadline,144,0.335151399,1,1
13,Deadline,145,0.518469987,1,1
13,Deadline,146,0.41842323,1,1
13,Deadline,147,0.568585582,0,1
13,Deadline,148,0.468489925,1,1
13,Deadline,149,0.485046913,1,1
13,Deadline,150,0.485149845,1,1
13,Deadline,151,0.551889439,0,1
13,Deadline,152,0.435235888,1,1
13,Deadline,153,0.401811606,1,1
13,Deadline,154,0.618493502,0,1
13,Deadline,155,0.451900638,1,1
13,Deadline,156,0.468416876,1,1
13,Deadline,157,0.418505334,1,1
13,Deadline,158,0.385084373,1,1
13,Deadline,159,0.351758797,0,1
13,Deadline,160,0.501811576,1,1
13,Deadline,161,0.351825507,0,1
13,Deadline,162,0.368525875,0,1
13,Deadline,163,0.401843905,1,1
13,Deadline,164,0.785228538,1,1
13,Deadline,165,0.83518415,1,1
13,Deadline,166,0.768474439,1,1
13,Deadline,167,0.518477835,1,1
13,Deadline,168,0.585216826,1,1
13,Deadline,169,0.335223241,0,1
13,Deadline,170,0.518575334,1,1
13,Deadline,171,0.451771143,1,1
13,Deadline,172,0.401677583,1,1
13,Deadline,173,0.485176408,0,1
13,Deadline,174,0.518451272,1,1
13,Deadline,175,0.485173691,0,1
13,Deadline,176,0.301918795,0,1
13,Deadline,177,0.318471255,0,1
13,Deadline,178,0.568540908,0,1
13,Deadline,179,0.668597626,1,1
13,Deadline,180,0.518419879,1,1
13,Deadline,181,0.568426505,0,1
13,Deadline,183,0.768491041,1,1
13,Deadline,184,0.51849655,1,1
13,Deadline,185,0.36843713,0,1
13,Deadline,186,0.35181464,1,1
13,Deadline,187,0.401801645,1,1
13,Deadline,188,0.468429554,1,1
13,Deadline,189,0.435181856,1,1
13,Deadline,190,0.418614002,1,1
13,Deadline,191,0.601808527,1,1
13,Deadline,192,0.635212585,0,1
13,Deadline,193,0.668296376,1,1
13,Deadline,194,0.368324841,0,1
13,Deadline,195,0.318548831,1,1
13,Deadline,196,0.46847453,1,1
13,Deadline,197,0.418526162,0,1
13,Deadline,198,0.468486,1,1
13,Deadline,199,0.485137469,1,1
14,Deadline,0,0.485089172,1,1
14,Deadline,1,0.501790446,1,1
14,Deadline,2,0.418440436,1,1
14,Deadline,3,0.468505621,1,1
14,Deadline,4,0.41848028,1,1
14,Deadline,5,0.435167669,1,1
14,Deadline,6,0.435019157,1,1
14,Deadline,7,0.468513167,0,1
14,Deadline,8,0.551845972,1,1
14,Deadline,9,0.435134465,0,1
14,Deadline,10,0.551848085,0,1
14,Deadline,11,0.635105427,0,1
14,Deadline,12,0.751828103,1,1
14,Deadline,13,0.418527068,1,1
14,Deadline,14,0.451872566,1,1
14,Deadline,15,0.284992941,1,1
14,Deadline,16,0.435018252,0,1
14,Deadline,17,0.351829431,1,1
14,Deadline,18,0.418501108,1,1
14,Deadline,19,0.418560875,1,1
14,Deadline,20,0.435144728,1,1
14,Deadline,21,0.3186089,0,1
14,Deadline,22,0.251821915,1,1
14,Deadline,23,0.401803758,1,1
14,Deadline,24,0.418464282,0,1
14,Deadline,25,0.318516231,1,1
14,Deadline,26,0.251787503,1,1
14,Deadline,27,0.435156803,1,1
14,Deadline,28,0.135103465,0,1
14,Deadline,29,0.11816916,1,1
14,Deadline,30,0.351896141,0,1
14,Deadline,31,0.418502618,1,1
14,Deadline,32,0.468508941,0,1
14,Deadline,33,0.435084659,1,1
14,Deadline,34,0.435229247,0,1
14,Deadline,35,0.851827167,1,1
14,Deadline,36,0.351702652,1,1
14,Deadline,37,0.451814912,0,1
14,Deadline,38,0.635237035,1,1
14,Deadline,39,0.351894329,1,1
14,Deadline,40,0.568437976,1,1
14,Deadline,41,0.301844539,1,1
14,Deadline,42,0.36845011,1,1
14,Deadline,43,0.351734951,1,1
14,Deadline,44,0.368361667,1,1
14,Deadline,45,0.451819439,0,1
14,Deadline,46,0.535054444,0,1
14,Deadline,47,0.468273193,1,1
14,Deadline,48,0.351801962,0,1
14,Deadline,49,0.351748232,0,1
14,Deadline,50,0.30184967,0,1
14,Deadline,51,0.351808603,1,1
14,Deadline,52,0.08516204,0,1
14,Deadline,53,0.118478862,1,1
14,Deadline,54,0.435247057,1,1
14,Deadline,55,0.468501093,0,1
14,Deadline,56,0.551761453,0,1
14,Deadline,57,0.30188378,0,1
14,Deadline,58,0.501881304,1,1
14,Deadline,59,0.368489653,0,1
14,Deadline,60,0.551903928,0,1
14,Deadline,61,0.568559623,1,1
14,Deadline,62,0.435163141,1,1
14,Deadline,63,0.018529301,0,1
14,Deadline,64,0.518504097,0,1
14,Deadline,65,0.468472719,1,1
14,Deadline,66,0.401777799,0,1
14,Deadline,67,0.30181375,0,1
14,Deadline,68,0.085175623,1,1
14,Deadline,69,0.535208389,1,1
14,Deadline,70,0.551810354,1,1
14,Deadline,71,0.485173389,0,1
14,Deadline,72,0.468411443,1,1
14,Deadline,73,0.618463316,1,1
14,Deadline,74,0.318526494,0,1
14,Deadline,75,0.568462124,0,1
14,Deadline,76,0.668582835,0,1
14,Deadline,77,0.618472674,1,1
14,Deadline,78,0.068509968,1,1
14,Deadline,79,0.384992609,1,1
14,Deadline,80,0.418494166,1,1
14,Deadline,81,0.46842563,0,1
14,Deadline,82,0.468413556,1,1
14,Deadline,83,0.435206608,1,1
14,Deadline,84,0.151734407,0,1
14,Deadline,85,0.43513356,1,1
14,Deadline,86,0.468457626,1,1
14,Deadline,87,0.468514978,1,1
14,Deadline,88,0.318369832,1,1
14,Deadline,89,0.401809192,1,1
14,Deadline,90,0.335174642,0,1
14,Deadline,91,0.451756352,0,1
14,Deadline,92,0.451839362,0,1
14,Deadline,93,0.185175895,1,1
14,Deadline,94,0.401811606,0,1
14,Deadline,95,0.668488959,1,1
14,Deadline,96,0.435142615,1,1
14,Deadline,97,0.285099797,0,1
14,Deadline,98,0.301845142,0,1
14,Deadline,99,0.20176005,1,1
14,Deadline,100,0.435164349,1,1
14,Deadline,101,0.551814278,1,1
14,Deadline,102,0.451883734,1,1
14,Deadline,103,0.38511486,1,1
14,Deadline,104,0.468357411,1,1
14,Deadline,105,0.301827937,0,1
14,Deadline,106,0.435133258,0,1
14,Deadline,107,0.385100673,1,1
14,Deadline,108,0.351766947,1,1
14,Deadline,109,0.451873471,1,1
14,Deadline,110,0.435207816,1,1
14,Deadline,111,0.568312706,1,1
14,Deadline,112,0.335151399,1,1
14,Deadline,113,0.585165813,0,1
14,Deadline,114,0.368483616,0,1
14,Deadline,115,0.335201205,1,1
14,Deadline,116,0.235131205,1,1
14,Deadline,117,0.551722212,0,1
14,Deadline,118,0.451721639,0,1
14,Deadline,119,0.601832374,1,1
14,Deadline,120,0.985141846,0,1
14,Deadline,121,1.151789948,1,1
14,Deadline,122,0.585094877,1,1
14,Deadline,123,0.635101503,0,1
14,Deadline,124,0.701749938,0,1
14,Deadline,125,0.735109019,0,1
14,Deadline,126,0.735117169,1,1
14,Deadline,127,1.168416665,1,1
14,Deadline,128,0.551828465,0,1
14,Deadline,129,0.601831166,0,1
