"subject","condition","rt","response","observed"
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","speed",0,0,0
"hsgt","neutral",0.3195,1,1
"hsgt","neutral",0.3919,1,1
"hsgt","neutral",0.3356,1,1
"hsgt","neutral",0.2886,0,1
"hsgt","neutral",0.3899,1,1
"hsgt","neutral",0.4089,1,1
"hsgt","neutral",0.3987,1,1
"hsgt","neutral",0.3947,1,1
"hsgt","neutral",0.3666,1,1
"hsgt","neutral",0.3247,1,1
"hsgt","neutral",0.3992,1,1
"hsgt","neutral",0.346,1,1
"hsgt","neutral",0.3257,1,1
"hsgt","neutral",0.4241,1,1
"hsgt","neutral",0.3488,1,1
"hsgt","neutral",0.3975,1,1
"hsgt","neutral",0.3627,1,1
"hsgt","neutral",0.4616,1,1
"hsgt","neutral",0.3297,1,1
"hsgt","neutral",0.3784,1,1
"hsgt","neutral",0.4399,1,1
"hsgt","neutral",0.387,1,1
"hsgt","neutral",0.3687,1,1
"hsgt","neutral",0.5241,1,1
"hsgt","neutral",0.4046,1,1
"hsgt","neutral",0.356,1,1
"hsgt","neutral",0.3255,1,1
"hsgt","neutral",0.3095,1,1
"hsgt","neutral",0.3735,1,1
"hsgt","neutral",0.3517,1,1
"hsgt","neutral",0.4339,1,1
"hsgt","neutral",0.3746,1,1
"hsgt","neutral",0.4036,1,1
"hsgt","neutral",0.3657,1,1
"hsgt","neutral",0.4169,1,1
"hsgt","neutral",0.387,1,1
"hsgt","neutral",0.4783,1,1
"hsgt","neutral",0.3819,1,1
"hsgt","neutral",0.39,1,1
"hsgt","neutral",0.4092,1,1
"hsgt","neutral",0.3615,1,1
"hsgt","neutral",0.3876,1,1
"hsgt","neutral",0.4414,1,1
"hsgt","neutral",0.5657,1,1
"hsgt","neutral",0.3418,1,1
"hsgt","neutral",0.4317,1,1
"hsgt","neutral",0.3792,1,1
"hsgt","neutral",0.3315,1,1
"hsgt","neutral",0.3931,1,1
"hsgt","neutral",0.3133,1,1
"hsgt","neutral",0.3621,1,1
"hsgt","neutral",0.3643,1,1
"hsgt","neutral",0.4625,1,1
"hsgt","neutral",0.4226,1,1
"hsgt","neutral",0.3434,1,1
"hsgt","neutral",0.4354,1,1
"hsgt","neutral",0.5272,1,1
"hsgt","neutral",0.3825,1,1
"hsgt","neutral",0.4019,1,1
"hsgt","neutral",0.4254,1,1
"hsgt","neutral",0.4282,1,1
"hsgt","neutral",0.4425,1,1
"hsgt","neutral",0.4484,1,1
"hsgt","neutral",0.3816,1,1
"hsgt","neutral",0.4711,1,1
"hsgt","neutral",0.4768,1,1
"hsgt","neutral",0.3285,1,1
"hsgt","neutral",0.4248,1,1
"hsgt","neutral",0.4245,1,1
"hsgt","neutral",0.4206,1,1
"hsgt","neutral",0.3148,1,1
"hsgt","neutral",0.4625,1,1
"hsgt","neutral",0.4143,1,1
"hsgt","neutral",0.519,1,1
"hsgt","neutral",0.4046,1,1
"hsgt","neutral",0.411,1,1
"hsgt","neutral",0.4965,1,1
"hsgt","neutral",0.4518,1,1
"hsgt","neutral",0.4044,1,1
"hsgt","neutral",0.5183,1,1
"hsgt","neutral",0.3405,1,1
"hsgt","neutral",0.6018,1,1
"hsgt","neutral",0.3448,1,1
"hsgt","neutral",0.5278,1,1
"hsgt","neutral",0.3973,1,1
"hsgt","neutral",0.4587,1,1
"hsgt","neutral",0.4172,0,1
"hsgt","neutral",0.398,1,1
"hsgt","neutral",0.3525,1,1
"hsgt","neutral",0.3568,1,1
"hsgt","neutral",0.5637,1,1
"hsgt","neutral",0.5724,1,1
"hsgt","neutral",0.368,1,1
"hsgt","neutral",0.327,1,1
"hsgt","neutral",0.4158,1,1
"hsgt","neutral",0.3917,1,1
"hsgt","neutral",0.4318,1,1
"hsgt","neutral",0.3915,1,1
"hsgt","neutral",0.393,1,1
"hsgt","neutral",0.3252,1,1
"hsgt","neutral",0.4269,1,1
"hsgt","neutral",0.318,1,1
"hsgt","neutral",0.3639,1,1
"hsgt","neutral",0.4163,1,1
"hsgt","neutral",0.3732,1,1
"hsgt","neutral",0.4035,1,1
"hsgt","neutral",0.3511,1,1
"hsgt","neutral",0.3085,1,1
"hsgt","neutral",0.3604,1,1
"hsgt","neutral",0.3205,1,1
"hsgt","neutral",0.3831,1,1
"hsgt","neutral",0.5995,1,1
"hsgt","neutral",0.3635,1,1
"hsgt","neutral",0.3927,1,1
"hsgt","neutral",0.411,1,1
"hsgt","neutral",0.3836,1,1
"hsgt","neutral",0.389,1,1
"hsgt","neutral",0.3537,1,1
"hsgt","neutral",0.6172,0,1
"hsgt","neutral",0.3462,1,1
"hsgt","neutral",0.4594,1,1
"hsgt","neutral",0.465,1,1
"hsgt","neutral",0.7254,1,1
"hsgt","neutral",0.3296,1,1
"hsgt","neutral",0.4235,1,1
"hsgt","neutral",0.3857,1,1
"hsgt","neutral",0.3122,1,1
"hsgt","neutral",0.602,1,1
"hsgt","neutral",0.5906,1,1
"hsgt","neutral",0.4897,1,1
"hsgt","neutral",0.4245,1,1
"hsgt","neutral",0.4434,1,1
"hsgt","neutral",0.5476,1,1
"hsgt","neutral",0.4726,1,1
"hsgt","neutral",0.5102,1,1
"hsgt","neutral",0.4695,1,1
"hsgt","neutral",0.6227,1,1
"hsgt","neutral",0.4836,1,1
"hsgt","neutral",0.4671,1,1
"hsgt","neutral",0.4382,1,1
"hsgt","neutral",0.4482,1,1
"hsgt","neutral",0.5397,1,1
"hsgt","neutral",0.3646,1,1
"hsgt","neutral",0.4505,1,1
"hsgt","neutral",0.4197,1,1
"hsgt","neutral",0.522,1,1
"hsgt","neutral",0.368,1,1
"hsgt","neutral",0.436,1,1
"hsgt","neutral",0.5836,1,1
"hsgt","neutral",0.829,1,1
"hsgt","neutral",0.6378,1,1
"hsgt","neutral",0.4201,1,1
"hsgt","neutral",0.41,1,1
"hsgt","neutral",0.4075,1,1
"hsgt","neutral",0.3248,1,1
"hsgt","neutral",0.4072,0,1
"hsgt","neutral",0.4158,1,1
"hsgt","neutral",0.656,1,1
"hsgt","neutral",0.861,1,1
"hsgt","neutral",0.4411,1,1
"hsgt","neutral",0.3982,1,1
"hsgt","neutral",0.4042,1,1
"hsgt","neutral",0.3266,1,1
"hsgt","neutral",0.3159,1,1
"hsgt","neutral",0.3499,1,1
"hsgt","neutral",0.3635,1,1
"hsgt","neutral",0.3776,1,1
"hsgt","neutral",0.4114,1,1
"hsgt","neutral",0.4275,1,1
"hsgt","neutral",0.6744,1,1
"hsgt","neutral",0.7441,1,1
"hsgt","neutral",0.655,1,1
"hsgt","neutral",0.3526,1,1
"hsgt","neutral",0.4314,1,1
"hsgt","neutral",0.3256,1,1
"hsgt","neutral",0.3854,1,1
"hsgt","neutral",0.3733,1,1
"hsgt","neutral",0.3883,1,1
"hsgt","neutral",0.507,1,1
"hsgt","neutral",0.3836,1,1
"hsgt","neutral",0.5534,1,1
"hsgt","neutral",0.3649,1,1
"hsgt","neutral",0.3354,0,1
"hsgt","neutral",0.5318,1,1
"hsgt","neutral",0.4231,0,1
"hsgt","neutral",0.513,1,1
"hsgt","neutral",0.3988,1,1
"hsgt","neutral",0.3841,1,1
"hsgt","neutral",0.3766,1,1
"hsgt","neutral",0.3097,1,1
"hsgt","neutral",0.4345,1,1
"hsgt","neutral",0.4254,1,1
"hsgt","neutral",0.4491,1,1
"hsgt","neutral",0.4558,1,1
"hsgt","neutral",0.3858,1,1
"hsgt","neutral",0.4091,1,1
"hsgt","neutral",0.4435,1,1
"hsgt","neutral",0.5039,1,1
"hsgt","neutral",0.4199,1,1
"hsgt","neutral",0.4669,0,1
"hsgt","neutral",0.9911,1,1
"hsgt","neutral",0.3745,1,1
"hsgt","neutral",0.3468,1,1
"hsgt","neutral",0.5849,0,1
"hsgt","neutral",0.4519,1,1
"hsgt","neutral",0.3568,1,1
"hsgt","neutral",0.403,1,1
"hsgt","neutral",0.4382,1,1
"hsgt","neutral",0.5604,1,1
"hsgt","neutral",0.4464,1,1
"hsgt","neutral",0.4295,1,1
"hsgt","neutral",0.5826,1,1
"hsgt","neutral",0.5278,1,1
"hsgt","neutral",0.4954,1,1
"hsgt","neutral",0.391,1,1
"hsgt","neutral",0.4071,1,1
"hsgt","neutral",0.4005,1,1
"hsgt","neutral",0.405,1,1
"hsgt","neutral",0.3314,1,1
"hsgt","neutral",0.4243,1,1
"hsgt","neutral",0.5143,1,1
"hsgt","neutral",0.4321,1,1
"hsgt","neutral",0.5262,1,1
"hsgt","neutral",0.4128,1,1
"hsgt","neutral",0.3616,1,1
"hsgt","neutral",0.3509,1,1
"hsgt","neutral",0.3924,1,1
"hsgt","neutral",0.3984,1,1
"hsgt","neutral",0.399,1,1
"hsgt","neutral",0.3246,1,1
"hsgt","neutral",0.3337,1,1
"hsgt","neutral",0.324,1,1
"hsgt","neutral",0.3216,1,1
"hsgt","neutral",0.3853,1,1
"hsgt","neutral",0.338,1,1
"hsgt","neutral",0.7214,1,1
"hsgt","neutral",0.519,1,1
"hsgt","neutral",0.395,1,1
"hsgt","neutral",0.4048,0,1
"hsgt","neutral",0.5998,1,1
"hsgt","neutral",0.3954,1,1
"hsgt","neutral",0.5004,1,1
"hsgt","neutral",0.679,1,1
"hsgt","neutral",0.7317,1,1
"hsgt","neutral",0.8292,1,1
"hsgt","neutral",0.5476,1,1
"hsgt","neutral",0.9031,1,1
"hsgt","neutral",0.5337,1,1
"hsgt","neutral",0.4791,1,1
"hsgt","neutral",0.5031,1,1
"hsgt","neutral",0.3977,1,1
"hsgt","neutral",0.6125,1,1
"hsgt","neutral",0.4516,1,1
"hsgt","neutral",0.4323,1,1
"hsgt","neutral",0.414,1,1
"hsgt","neutral",0.3765,1,1
"hsgt","neutral",0.3526,1,1
"hsgt","neutral",0.5209,1,1
"hsgt","neutral",0.3224,1,1
"hsgt","neutral",0.6546,1,1
"hsgt","neutral",0.815,1,1
"hsgt","neutral",0.3954,1,1
"hsgt","neutral",0.4283,1,1
"hsgt","neutral",0.9435,1,1
"hsgt","neutral",0.4775,1,1
"hsgt","neutral",0.5649,1,1
"hsgt","neutral",0.479,1,1
"hsgt","neutral",0.5765,1,1
"hsgt","neutral",0.4664,1,1
"hsgt","neutral",0.5809,1,1
"hsgt","neutral",0.6058,0,1
"hsgt","neutral",0.4438,1,1
"hsgt","neutral",0.4062,1,1
"hsgt","neutral",0.4701,1,1
"hsgt","neutral",0.6419,1,1
"hsgt","neutral",0.4909,1,1
"hsgt","neutral",0.4805,1,1
"hsgt","neutral",0.4491,1,1
"hsgt","neutral",0.4505,1,1
"hsgt","neutral",0.3412,1,1
"hsgt","neutral",0.5673,0,1
"hsgt","neutral",0.5098,1,1
"hsgt","neutral",0.3701,1,1
"hsgt","neutral",0.5529,1,1
"hsgt","neutral",0.4235,1,1
"hsgt","neutral",0.3412,1,1
"hsgt","neutral",0.4746,1,1
"hsgt","neutral",0.416,1,1
"hsgt","neutral",0.4523,1,1
"hsgt","neutral",0.4786,1,1
"hsgt","neutral",0.4107,1,1
"hsgt","neutral",0.4476,0,1
"hsgt","neutral",0.9915,1,1
"hsgt","neutral",0.4618,1,1
"hsgt","neutral",0.3896,1,1
"hsgt","neutral",0.426,1,1
"hsgt","neutral",0.8382,1,1
"hsgt","neutral",0.4455,1,1
"hsgt","neutral",0.2761,1,1
"hsgt","neutral",0.3924,1,1
"hsgt","neutral",0.5131,0,1
"hsgt","neutral",0.5503,1,1
"hsgt","neutral",0.4431,1,1
"hsgt","neutral",0.9952,1,1
"hsgt","neutral",0.5605,1,1
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","neutral",0,0,0
"hsgt","accuracy",0.3926,1,1
"hsgt","accuracy",0.4233,1,1
"hsgt","accuracy",0.371,1,1
"hsgt","accuracy",0.4772,1,1
"hsgt","accuracy",0.3663,1,1
"hsgt","accuracy",0.4759,1,1
"hsgt","accuracy",0.3342,1,1
"hsgt","accuracy",0.4194,1,1
"hsgt","accuracy",0.3602,1,1
"hsgt","accuracy",0.3553,1,1
"hsgt","accuracy",0.4168,1,1
"hsgt","accuracy",0.4341,1,1
"hsgt","accuracy",0.4159,1,1
"hsgt","accuracy",0.4107,1,1
"hsgt","accuracy",0.3633,1,1
"hsgt","accuracy",0.3811,1,1
"hsgt","accuracy",0.3968,1,1
"hsgt","accuracy",0.447,1,1
"hsgt","accuracy",0.4228,1,1
"hsgt","accuracy",0.4222,1,1
"hsgt","accuracy",0.5321,1,1
"hsgt","accuracy",0.3952,1,1
"hsgt","accuracy",0.3883,1,1
"hsgt","accuracy",0.3891,1,1
"hsgt","accuracy",0.4413,1,1
"hsgt","accuracy",0.422,1,1
"hsgt","accuracy",0.5048,1,1
"hsgt","accuracy",0.8192,1,1
"hsgt","accuracy",0.5347,1,1
"hsgt","accuracy",0.3882,1,1
"hsgt","accuracy",0.5355,1,1
"hsgt","accuracy",0.5599,1,1
"hsgt","accuracy",0.4933,1,1
"hsgt","accuracy",0.406,1,1
"hsgt","accuracy",0.5013,1,1
"hsgt","accuracy",0.4107,1,1
"hsgt","accuracy",0.5891,1,1
"hsgt","accuracy",0.339,1,1
"hsgt","accuracy",0.4553,1,1
"hsgt","accuracy",0.3999,1,1
"hsgt","accuracy",0.404,1,1
"hsgt","accuracy",0.3855,1,1
"hsgt","accuracy",0.4816,1,1
"hsgt","accuracy",0.4264,1,1
"hsgt","accuracy",0.3591,1,1
"hsgt","accuracy",0.4195,1,1
"hsgt","accuracy",0.4791,1,1
"hsgt","accuracy",0.394,1,1
"hsgt","accuracy",0.555,1,1
"hsgt","accuracy",0.4096,1,1
"hsgt","accuracy",0.4287,1,1
"hsgt","accuracy",0.3863,1,1
"hsgt","accuracy",0.5465,1,1
"hsgt","accuracy",0.4168,1,1
"hsgt","accuracy",0.5371,1,1
"hsgt","accuracy",0.4546,1,1
"hsgt","accuracy",0.7848,1,1
"hsgt","accuracy",0.3464,1,1
"hsgt","accuracy",0.427,1,1
"hsgt","accuracy",0.3824,1,1
"hsgt","accuracy",0.5267,1,1
"hsgt","accuracy",0.3683,1,1
"hsgt","accuracy",0.6036,1,1
"hsgt","accuracy",0.4751,1,1
"hsgt","accuracy",0.4187,1,1
"hsgt","accuracy",0.5476,1,1
"hsgt","accuracy",0.4599,1,1
"hsgt","accuracy",0.3589,1,1
"hsgt","accuracy",0.3178,1,1
"hsgt","accuracy",0.3562,1,1
"hsgt","accuracy",0.3932,1,1
"hsgt","accuracy",0.4651,1,1
"hsgt","accuracy",0.4079,1,1
"hsgt","accuracy",0.3936,1,1
"hsgt","accuracy",0.6003,1,1
"hsgt","accuracy",0.639,1,1
"hsgt","accuracy",0.328,1,1
"hsgt","accuracy",0.3698,1,1
"hsgt","accuracy",0.4385,1,1
"hsgt","accuracy",0.3623,1,1
"hsgt","accuracy",0.4494,0,1
"hsgt","accuracy",0.3569,1,1
"hsgt","accuracy",0.4567,1,1
"hsgt","accuracy",0.3887,1,1
"hsgt","accuracy",0.3979,1,1
"hsgt","accuracy",0.3628,1,1
"hsgt","accuracy",0.3769,1,1
"hsgt","accuracy",0.4276,1,1
"hsgt","accuracy",0.3717,1,1
"hsgt","accuracy",0.3683,1,1
"hsgt","accuracy",0.4972,1,1
"hsgt","accuracy",0.5018,1,1
"hsgt","accuracy",0.4087,1,1
"hsgt","accuracy",0.6037,1,1
"hsgt","accuracy",0.4978,1,1
"hsgt","accuracy",1.4364,1,1
"hsgt","accuracy",0.5197,1,1
"hsgt","accuracy",0.6187,1,1
"hsgt","accuracy",0.6229,1,1
"hsgt","accuracy",0.4111,1,1
"hsgt","accuracy",0.4266,1,1
"hsgt","accuracy",0.4278,1,1
"hsgt","accuracy",0.3659,1,1
"hsgt","accuracy",0.4491,1,1
"hsgt","accuracy",0.4083,1,1
"hsgt","accuracy",0.5301,1,1
"hsgt","accuracy",0.6173,1,1
"hsgt","accuracy",0.4261,1,1
"hsgt","accuracy",0.4762,1,1
"hsgt","accuracy",0.4566,1,1
"hsgt","accuracy",0.3628,1,1
"hsgt","accuracy",0.4111,1,1
"hsgt","accuracy",0.3369,1,1
"hsgt","accuracy",0.3018,1,1
"hsgt","accuracy",0.4446,0,1
"hsgt","accuracy",0.4589,1,1
"hsgt","accuracy",0.3053,1,1
"hsgt","accuracy",0.2933,1,1
"hsgt","accuracy",0.3705,1,1
"hsgt","accuracy",0.4684,1,1
"hsgt","accuracy",0.3711,1,1
"hsgt","accuracy",0.3728,1,1
"hsgt","accuracy",0.3819,1,1
"hsgt","accuracy",0.3688,1,1
"hsgt","accuracy",0.4183,1,1
"hsgt","accuracy",0.4288,1,1
"hsgt","accuracy",0.5324,1,1
"hsgt","accuracy",0.3982,1,1
"hsgt","accuracy",0.4872,1,1
"hsgt","accuracy",0.4237,1,1
"hsgt","accuracy",0.369,1,1
"hsgt","accuracy",0.3727,1,1
"hsgt","accuracy",0.3908,1,1
"hsgt","accuracy",0.4873,1,1
"hsgt","accuracy",0.4336,1,1
"hsgt","accuracy",0.3671,1,1
"hsgt","accuracy",0.3931,1,1
"hsgt","accuracy",0.5613,1,1
"hsgt","accuracy",0.4348,1,1
"hsgt","accuracy",0.4994,1,1
"hsgt","accuracy",0.6537,1,1
"hsgt","accuracy",1.1271,1,1
"hsgt","accuracy",0.4382,1,1
"hsgt","accuracy",0.4446,1,1
"hsgt","accuracy",0.5027,1,1
"hsgt","accuracy",0.4746,1,1
"hsgt","accuracy",0.4628,1,1
"hsgt","accuracy",0.3359,1,1
"hsgt","accuracy",0.4553,1,1
"hsgt","accuracy",0.3618,1,1
"hsgt","accuracy",0.4959,1,1
"hsgt","accuracy",0.4859,1,1
"hsgt","accuracy",0.3956,1,1
"hsgt","accuracy",0.3899,1,1
"hsgt","accuracy",0.3826,1,1
"hsgt","accuracy",0.4047,1,1
"hsgt","accuracy",0.4421,1,1
"hsgt","accuracy",0.432,1,1
"hsgt","accuracy",0.3612,1,1
"hsgt","accuracy",0.3845,1,1
"hsgt","accuracy",0.365,1,1
"hsgt","accuracy",0.3779,1,1
"hsgt","accuracy",0.3902,1,1
"hsgt","accuracy",0.4283,1,1
"hsgt","accuracy",0.3591,1,1
"hsgt","accuracy",0.5347,1,1
"hsgt","accuracy",0.4783,1,1
"hsgt","accuracy",0.4154,1,1
"hsgt","accuracy",0.3693,1,1
"hsgt","accuracy",0.3236,1,1
"hsgt","accuracy",0.4414,1,1
"hsgt","accuracy",0.4184,1,1
"hsgt","accuracy",0.3879,1,1
"hsgt","accuracy",0.3623,1,1
"hsgt","accuracy",0.425,1,1
"hsgt","accuracy",0.4524,1,1
"hsgt","accuracy",0.3588,1,1
"hsgt","accuracy",0.3633,1,1
"hsgt","accuracy",0.3344,1,1
"hsgt","accuracy",0.3638,0,1
"hsgt","accuracy",0.3216,1,1
"hsgt","accuracy",0.3235,1,1
"hsgt","accuracy",0.4038,1,1
"hsgt","accuracy",0.455,1,1
"hsgt","accuracy",0.4131,1,1
"hsgt","accuracy",0.3231,1,1
"hsgt","accuracy",0.3392,1,1
"hsgt","accuracy",1.0742,1,1
"hsgt","accuracy",0.3914,1,1
"hsgt","accuracy",0.3436,1,1
"hsgt","accuracy",0.5255,1,1
"hsgt","accuracy",0.967,1,1
"hsgt","accuracy",0.6246,1,1
"hsgt","accuracy",0.5042,1,1
"hsgt","accuracy",0.4292,1,1
"hsgt","accuracy",0.4857,1,1
"hsgt","accuracy",0.4086,1,1
"hsgt","accuracy",0.3925,1,1
"hsgt","accuracy",0.5795,1,1
"hsgt","accuracy",0.6467,1,1
"hsgt","accuracy",0.4017,1,1
"hsgt","accuracy",0.4558,1,1
"hsgt","accuracy",1.143,1,1
"hsgt","accuracy",0.6602,1,1
"hsgt","accuracy",0.739,1,1
"hsgt","accuracy",0.5522,1,1
"hsgt","accuracy",0.3907,1,1
"hsgt","accuracy",0.6091,1,1
"hsgt","accuracy",0.4735,1,1
"hsgt","accuracy",0.6271,1,1
"hsgt","accuracy",0.4119,1,1
"hsgt","accuracy",1.2613,1,1
"hsgt","accuracy",0.6265,1,1
"hsgt","accuracy",0.4464,1,1
"hsgt","accuracy",0.3841,1,1
"hsgt","accuracy",0.382,1,1
"hsgt","accuracy",0.4073,1,1
"hsgt","accuracy",0.4661,1,1
"hsgt","accuracy",0.4168,1,1
"hsgt","accuracy",0.4719,1,1
"hsgt","accuracy",0.4362,1,1
"hsgt","accuracy",0.6192,1,1
"hsgt","accuracy",0.4382,1,1
"hsgt","accuracy",0.697,1,1
"hsgt","accuracy",0.4311,1,1
"hsgt","accuracy",0.3953,1,1
"hsgt","accuracy",0.4525,1,1
"hsgt","accuracy",1.1011,1,1
"hsgt","accuracy",1.043,1,1
"hsgt","accuracy",1.0604,1,1
"hsgt","accuracy",0.3587,1,1
"hsgt","accuracy",0.4173,0,1
"hsgt","accuracy",0.6358,1,1
"hsgt","accuracy",0.5875,1,1
"hsgt","accuracy",0.5645,1,1
"hsgt","accuracy",0.3225,1,1
"hsgt","accuracy",0.4111,1,1
"hsgt","accuracy",0.4831,1,1
"hsgt","accuracy",0.405,1,1
"hsgt","accuracy",0.3767,1,1
"hsgt","accuracy",0.3293,1,1
"hsgt","accuracy",0.5813,1,1
"hsgt","accuracy",0.3545,1,1
"hsgt","accuracy",0.4965,1,1
"hsgt","accuracy",0.4898,1,1
"hsgt","accuracy",0.3029,1,1
"hsgt","accuracy",0.3243,1,1
"hsgt","accuracy",0.6564,1,1
"hsgt","accuracy",0.5155,1,1
"hsgt","accuracy",0.4583,1,1
"hsgt","accuracy",0.3878,1,1
"hsgt","accuracy",0.4715,1,1
"hsgt","accuracy",0.6074,1,1
"hsgt","accuracy",0.6944,1,1
"hsgt","accuracy",0.4893,1,1
"hsgt","accuracy",0.4201,1,1
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"hsgt","accuracy",0,0,0
"kd6t","speed",0.3621,1,1
"kd6t","speed",0.434,1,1
"kd6t","speed",0.4321,1,1
"kd6t","speed",0.3905,1,1
"kd6t","speed",0.3758,1,1
"kd6t","speed",0.4207,1,1
"kd6t","speed",0.3703,1,1
"kd6t","speed",0.4068,1,1
"kd6t","speed",0.4909,1,1
"kd6t","speed",0.3066,1,1
"kd6t","speed",0.3603,1,1
"kd6t","speed",0.3172,0,1
"kd6t","speed",0.3715,1,1
"kd6t","speed",0.4193,1,1
"kd6t","speed",0.3651,1,1
"kd6t","speed",0.4124,0,1
"kd6t","speed",0.4212,0,1
"kd6t","speed",0.5254,1,1
"kd6t","speed",0.336,1,1
"kd6t","speed",0.4204,1,1
"kd6t","speed",0.3967,1,1
"kd6t","speed",0.3683,1,1
"kd6t","speed",0.5027,1,1
